dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1704067200,3,1588.82,0.99,33.59,18.24,12.99,40.5,54.96,17.23
1704070800,3,1214.98,1.58,41.47,12.7,27.89,29.36,38.6,10.26
1704074400,3,1161.58,1.96,46.61,5.36,35.29,25.13,34.36,11.15
1704078000,2,1014.71,2.57,45.93,2.79,41.48,22.2,31.53,12.03
1704081600,2,720.98,0.37,31.19,16.99,31.95,13.06,18.61,7.47
1704085200,2,600.81,0.06,19.71,30.4,21.93,9.05,12.88,5.89
1704088800,1,567.44,0.06,14.39,38.27,16.21,8.23,11.32,5.45
1704092400,1,587.46,0.08,14.57,39.34,15.74,7.93,10.69,5.26
1704096000,1,647.54,0.09,17.65,36.12,17.4,8.51,11.59,5.57
1704099600,1,741.0,0.1,21.08,32.9,17.4,9.8,13.2,5.95
1704103200,2,1588.82,1.42,39.76,13.77,14.9,18.96,26.79,10.77
1704106800,3,2750.4,15.2,50.72,0.36,17.17,33.03,47.97,16.97
1704110400,4,3578.19,32.19,49.35,0.0,20.27,50.94,75.19,24.32
1704114000,4,3791.81,37.55,45.24,0.0,20.03,65.98,100.95,30.65
1704117600,5,3845.21,39.79,41.47,0.0,19.07,79.58,123.39,33.94
1704121200,5,4112.24,44.26,39.41,0.0,19.31,95.2,146.0,34.45
1704124800,5,4699.71,54.54,39.76,0.0,22.89,113.41,165.61,30.91
1704128400,5,5554.2,63.48,44.55,0.0,26.23,125.64,170.38,24.07
1704132000,5,5928.04,59.01,52.09,0.0,25.99,124.74,158.77,18.49
1704135600,5,5554.2,43.36,60.32,0.0,23.13,113.58,137.84,14.82
1704139200,5,5554.2,42.92,61.01,0.0,20.27,124.24,146.64,14.19
1704142800,5,5447.39,43.81,58.26,0.0,18.6,138.09,159.79,14.69
1704146400,5,5340.58,45.15,54.84,0.0,18.6,146.17,167.16,15.2
1704150000,5,5287.17,47.83,52.78,0.0,21.46,153.22,173.51,14.82
1704153600,5,5500.79,56.33,54.84,0.02,29.09,160.55,182.0,15.58
1704157200,5,3284.45,48.28,45.93,0.02,43.87,93.91,108.51,8.99
1704160800,4,2830.51,51.41,38.73,0.01,51.98,74.86,89.57,9.25
1704164400,4,2777.1,53.2,37.7,0.15,58.17,69.57,86.38,12.03
1704168000,4,2029.42,47.83,39.07,0.56,75.34,51.66,64.28,8.74
1704171600,3,1628.88,39.34,38.39,1.15,71.53,41.87,54.01,9.5
1704175200,3,1134.87,19.0,34.27,3.76,45.3,27.78,38.51,11.02
1704178800,2,921.25,7.1,30.5,10.19,29.8,19.54,27.7,10.89
1704182400,2,847.82,3.46,28.1,18.42,26.94,16.98,23.57,10.39
1704186000,2,801.09,2.1,25.7,24.32,26.7,15.76,21.43,9.75
1704189600,2,1134.87,1.48,30.5,19.85,19.55,18.08,25.56,12.41
1704193200,2,1588.82,2.63,39.07,5.99,13.83,21.88,32.39,15.71
1704196800,3,1762.39,6.54,37.36,0.95,12.64,25.32,38.97,17.48
1704200400,3,1575.47,5.81,31.53,0.98,10.73,25.13,40.76,16.97
1704204000,2,1388.55,3.74,28.45,1.56,10.01,24.12,39.98,15.71
1704207600,3,1401.9,3.52,28.79,1.35,11.09,25.15,40.77,14.06
1704211200,2,1014.71,1.63,28.1,3.67,18.84,16.6,25.94,8.61
1704214800,2,821.11,0.87,25.02,5.63,17.17,12.43,19.38,7.16
1704218400,1,660.9,0.2,19.19,11.35,12.99,9.99,15.89,7.35
1704222000,2,634.19,0.08,16.62,14.84,10.85,10.69,16.71,8.87
1704225600,2,720.98,0.12,17.99,13.05,10.37,14.78,22.37,13.17
1704229200,2,847.82,0.28,21.25,9.3,11.21,21.26,30.83,21.03
1704232800,3,961.3,0.66,23.99,5.81,11.21,26.02,36.88,26.85
1704236400,3,1108.17,1.9,27.08,2.59,12.76,29.51,41.08,28.37
1704240000,3,1441.96,7.82,32.56,0.92,21.22,34.39,47.5,27.11
1704243600,3,1335.14,11.29,35.64,1.5,37.67,27.92,38.04,17.48
1704247200,2,1201.63,10.39,33.59,2.15,38.15,22.73,31.69,13.55
1704250800,2,921.25,5.31,29.47,5.9,31.47,16.17,23.67,10.64
1704254400,2,700.95,1.54,23.99,17.17,26.23,10.41,15.34,6.84
1704258000,2,620.84,0.95,18.34,30.04,21.46,7.39,10.86,4.94
1704261600,1,600.81,0.89,14.91,37.55,17.88,5.8,8.59,4.24
1704265200,2,660.9,1.06,17.31,36.84,20.27,6.28,9.21,4.62
1704268800,2,761.03,0.99,22.28,29.68,23.6,7.78,11.37,5.57
1704272400,2,854.49,0.75,26.73,22.71,25.27,9.26,13.45,6.46
1704276000,2,1068.12,0.96,33.24,12.52,25.27,11.73,17.26,8.11
1704279600,2,1441.96,4.75,40.44,2.53,28.37,16.64,24.49,10.64
1704283200,2,1815.8,13.41,41.81,0.1,34.33,24.4,35.39,13.05
1704286800,3,3070.83,35.32,41.47,0.0,36.24,49.94,73.5,22.29
1704290400,5,4432.68,57.22,39.76,0.0,34.81,83.93,122.61,30.65
1704294000,5,5447.39,75.1,37.7,0.0,34.33,117.13,166.99,34.45
1704297600,5,6515.5,94.77,36.67,0.0,35.29,148.47,203.44,34.45
1704301200,5,6835.94,104.61,35.3,0.0,32.9,155.17,204.55,29.13
1704304800,5,6515.5,101.03,34.27,0.0,30.28,151.79,192.79,25.59
1704308400,4,2696.99,46.49,34.62,0.0,45.78,72.58,88.91,11.65
1704312000,4,1869.2,39.79,38.39,0.0,58.17,64.57,75.55,8.74
1704315600,4,1615.52,38.0,41.81,0.0,61.04,65.39,74.63,7.79
1704319200,4,1615.52,38.89,45.93,0.0,56.27,71.71,80.6,7.28
1704322800,5,1735.69,42.02,50.72,0.01,53.88,79.09,88.32,6.97
1704326400,5,2082.82,50.07,53.47,0.25,58.65,86.39,97.72,7.66
1704330000,5,2243.04,58.11,53.47,0.17,74.39,87.54,99.1,5.83
1704333600,5,2323.15,52.3,51.41,0.03,65.8,83.17,95.77,6.14
1704337200,4,2002.72,35.76,45.93,0.01,46.73,64.66,76.57,6.84
1704340800,3,1735.69,27.05,40.1,0.62,38.15,47.84,59.16,9.5
1704344400,3,1548.77,19.0,35.99,2.68,30.28,38.96,50.87,13.3
1704348000,3,1321.79,8.94,28.45,15.02,19.07,29.85,40.01,13.81
1704351600,2,1255.04,1.56,29.13,18.42,13.59,22.73,30.9,12.03
1704355200,2,1174.93,0.94,28.79,11.62,14.66,16.76,23.87,10.39
1704358800,2,1134.87,1.62,29.82,6.88,18.12,14.22,20.46,9.5
1704362400,2,1482.01,8.16,32.9,1.33,21.93,17.22,24.3,10.64
1704366000,3,2243.04,23.92,32.9,0.02,26.94,27.14,37.91,14.57
1704369600,3,2616.88,30.85,33.24,0.0,32.9,38.05,54.2,18.49
1704373200,3,2510.07,28.61,33.24,0.0,34.81,45.34,66.17,21.79
1704376800,3,2082.82,20.79,32.9,0.01,33.86,44.83,65.67,21.28
1704380400,3,1708.98,14.75,32.9,0.03,35.29,41.27,59.78,19.25
1704384000,3,1415.25,12.29,33.59,0.05,39.58,35.38,49.46,15.2
1704387600,3,1281.74,12.63,34.27,0.03,43.39,31.89,42.36,11.65
1704391200,3,1241.68,14.53,35.3,0.01,46.25,32.96,41.67,9.37
1704394800,3,1388.55,16.99,35.64,0.0,40.05,40.08,50.06,10.51
1704398400,4,1588.82,17.88,34.27,0.0,29.8,50.05,63.41,14.06
1704402000,4,1708.98,18.1,31.87,0.0,23.13,58.63,75.02,17.23
1704405600,4,1869.2,19.89,31.19,0.0,20.74,67.58,85.85,19.51
1704409200,4,2082.82,23.47,30.85,0.01,21.22,73.47,92.9,18.49
1704412800,5,2643.59,35.32,32.22,0.16,26.94,82.05,104.97,18.24
1704416400,5,3311.16,51.86,35.99,0.66,37.67,88.61,114.1,19.25
1704420000,5,3952.03,66.16,42.84,1.18,49.11,98.71,127.69,22.29
1704423600,5,4379.27,68.84,54.15,1.7,58.17,107.99,140.24,25.84
1704427200,4,1548.77,34.42,53.47,0.6,91.55,54.32,64.98,4.56
1704430800,3,1028.06,17.88,52.09,0.24,72.48,38.51,45.02,2.37
1704434400,3,867.84,11.96,50.72,0.92,56.27,34.92,41.26,2.66
1704438000,3,881.2,12.85,46.61,2.5,49.59,34.16,41.49,4.5
1704441600,3,1001.36,16.76,45.24,3.17,47.21,37.69,46.95,7.47
1704445200,3,1068.12,16.32,42.84,2.91,39.1,40.3,50.73,9.88
1704448800,3,1214.98,16.09,42.5,0.59,30.52,44.54,55.67,12.29
1704452400,4,1441.96,18.33,41.81,0.03,26.7,50.84,61.97,13.68
1704456000,4,1535.42,16.54,40.1,0.01,23.13,53.93,65.53,14.44
1704459600,4,1522.06,11.96,34.62,0.08,17.64,51.3,65.11,16.21
1704463200,3,1562.12,10.06,30.16,0.13,15.02,49.46,66.75,18.75
1704466800,4,1668.93,10.39,28.79,0.11,15.5,51.14,72.15,22.04
1704470400,4,2429.96,22.13,31.19,0.01,18.84,68.63,98.95,30.15
1704474000,5,3177.64,35.76,32.56,0.0,19.31,84.42,120.32,34.45
1704477600,5,3204.35,36.21,31.53,0.0,16.21,85.5,119.07,34.45
1704481200,5,3204.35,34.42,31.19,0.0,14.31,87.94,116.61,32.93
1704484800,5,3204.35,32.19,30.85,0.0,12.76,88.85,115.42,27.36
1704488400,5,3017.43,26.6,30.5,0.0,11.09,83.17,106.0,21.53
1704492000,4,2403.26,16.76,28.1,0.03,8.94,64.31,81.32,16.21
1704495600,4,2189.64,13.75,25.7,0.13,9.18,54.29,69.2,15.33
1704499200,4,2910.61,25.7,27.42,1.52,14.78,64.97,84.3,18.24
1704502800,3,1762.39,11.62,29.47,8.23,20.27,32.84,42.75,9.75
1704506400,2,1428.6,8.27,30.16,12.7,22.41,24.01,32.63,8.99
1704510000,2,1041.41,5.25,26.05,20.56,21.22,17.93,25.5,8.49
1704513600,2,807.76,4.25,21.93,35.41,20.74,15.05,21.4,7.73
1704517200,2,700.95,3.05,20.39,44.7,20.98,13.54,18.85,6.78
1704520800,2,654.22,2.4,18.51,47.92,19.79,11.93,16.36,6.02
1704524400,2,707.63,1.06,20.56,47.21,19.79,11.91,15.7,5.32
1704528000,2,794.41,0.31,21.93,45.06,18.84,13.24,16.91,4.75
1704531600,2,854.49,0.09,22.62,47.92,17.88,15.85,19.46,4.12
1704535200,2,1028.06,0.03,25.36,38.27,16.21,16.73,21.04,4.69
1704538800,2,1268.39,0.11,31.53,20.38,16.45,17.55,23.2,6.08
1704542400,2,1428.6,0.64,35.64,9.39,18.36,20.09,27.26,7.47
1704546000,3,1869.2,5.03,38.73,1.52,19.31,29.55,41.67,11.53
1704549600,3,2403.26,12.63,37.01,0.06,18.6,42.07,59.53,14.82
1704553200,4,2777.1,18.1,34.62,0.01,18.36,51.43,71.92,15.58
1704556800,4,3417.97,27.94,34.27,0.0,19.31,65.25,88.54,16.72
1704560400,4,3791.81,35.76,33.59,0.0,18.12,70.7,93.06,15.71
1704564000,4,3471.37,32.19,31.53,0.0,14.78,64.66,83.76,15.07
1704567600,4,3311.16,27.94,31.19,0.0,13.35,64.76,82.69,15.58
1704571200,4,3257.75,24.59,33.59,0.0,13.35,67.44,84.44,14.57
1704574800,4,3044.13,18.55,36.67,0.02,13.47,65.04,80.18,12.92
1704578400,2,1174.93,0.43,26.39,11.8,12.64,22.82,28.12,6.08
1704582000,2,801.09,0.02,17.48,21.99,10.73,13.94,17.84,5.57
1704585600,2,881.2,0.13,17.48,25.75,10.61,13.11,17.6,6.02
1704589200,2,1014.71,0.56,19.19,30.4,11.32,13.51,18.58,6.08
1704592800,2,1041.41,1.03,22.28,35.41,15.5,14.68,19.87,6.27
1704596400,2,974.66,1.65,25.7,37.19,23.37,16.43,21.79,7.16
1704600000,2,921.25,2.6,28.79,35.76,31.95,18.85,24.09,8.23
1704603600,2,867.84,2.99,23.99,37.55,28.61,19.3,24.08,8.23
1704607200,2,761.03,2.65,15.77,42.56,20.03,15.79,19.76,6.97
1704610800,2,714.3,1.23,17.48,35.05,17.88,12.64,16.2,6.27
1704614400,2,754.36,0.98,24.33,20.21,23.37,12.01,15.87,6.59
1704618000,2,907.9,1.63,33.93,7.96,32.42,14.23,18.72,7.28
1704621600,2,1615.52,12.63,42.16,0.55,41.96,23.21,30.33,10.26
1704625200,3,3017.43,38.0,45.93,0.01,52.45,41.76,53.88,15.2
1704628800,4,4165.65,57.22,50.72,0.0,61.99,63.98,82.17,19.76
1704632400,5,4592.9,62.58,54.84,0.0,60.08,82.86,107.58,24.83
1704636000,5,4219.06,56.77,52.09,0.0,50.54,86.99,115.9,25.59
1704639600,5,3471.37,45.15,46.61,0.0,40.53,80.17,110.95,24.32
1704643200,4,2723.69,33.08,40.44,0.0,30.28,66.8,95.96,22.04
1704646800,4,2189.64,24.36,36.67,0.0,22.41,55.1,78.43,17.73
1704650400,4,1869.2,19.22,34.27,0.0,18.36,51.02,70.39,15.33
1704654000,4,1682.28,14.53,32.22,0.0,15.26,51.57,68.61,13.68
1704657600,4,1535.42,10.28,30.5,0.01,12.76,53.62,69.49,13.81
1704661200,4,1468.66,7.38,29.13,0.04,11.32,56.69,70.46,14.69
1704664800,4,1495.36,6.59,29.13,0.07,11.68,59.93,73.34,15.2
1704668400,4,1668.93,8.38,30.16,0.1,13.95,63.31,78.47,15.07
1704672000,4,2296.45,17.88,33.59,0.95,20.5,73.11,92.93,16.72
1704675600,4,2777.1,25.93,41.47,1.86,32.42,73.9,93.96,15.58
1704679200,4,2964.02,32.19,49.35,1.79,44.35,73.5,92.87,14.57
1704682800,4,2536.77,27.94,56.89,2.06,55.31,66.91,83.95,12.67
1704686400,3,1054.76,13.08,50.72,0.47,61.04,32.98,40.05,4.31
1704690000,2,714.3,5.81,45.24,1.02,51.98,20.88,25.2,3.29
1704693600,2,667.57,4.69,41.81,1.52,49.11,17.13,20.78,3.51
1704697200,2,734.33,5.31,41.13,1.61,50.07,16.27,20.07,4.24
1704700800,2,907.9,8.38,45.24,1.16,55.31,19.09,23.77,5.26
1704704400,2,1134.87,12.63,47.98,1.9,57.7,23.04,28.71,5.83
1704708000,3,1522.06,18.78,52.09,2.24,57.22,29.2,36.28,6.71
1704711600,3,1869.2,23.02,55.52,0.13,56.74,35.7,44.93,7.41
1704715200,3,1922.61,23.02,52.78,0.0,52.93,40.91,52.69,7.98
1704718800,4,2990.72,37.1,50.04,0.0,44.35,67.36,92.07,15.33
1704722400,5,4806.52,61.69,47.98,0.0,37.19,114.0,157.79,24.57
1704726000,5,6301.88,80.47,45.93,0.0,33.86,158.7,215.99,29.89
1704729600,5,6942.75,87.62,42.5,0.0,30.04,177.59,235.8,29.39
1704733200,5,6034.85,73.31,39.07,0.0,23.13,156.13,200.37,21.79
1704736800,5,4486.08,48.28,37.36,0.0,17.17,126.28,156.09,15.96
1704740400,5,3017.43,22.35,36.67,0.0,13.11,98.04,117.6,12.03
1704744000,5,2269.74,9.83,33.93,0.03,10.85,86.39,102.23,11.4
1704747600,5,2002.72,5.36,30.85,0.16,10.01,84.3,99.44,12.03
1704751200,5,2029.42,4.75,30.16,0.25,10.61,87.1,102.94,12.79
1704754800,5,2323.15,7.49,31.53,0.19,13.11,93.1,110.8,13.43
1704758400,5,3337.86,20.56,38.39,1.54,20.5,109.49,133.01,16.47
1704848400,5,2696.99,13.52,50.04,6.71,40.05,90.56,106.17,11.4
1704852000,5,2910.61,13.3,65.12,14.66,56.27,96.49,113.26,12.92
1704855600,5,2883.91,10.28,78.14,32.9,72.48,104.08,121.32,13.81
1704859200,4,1642.23,4.86,60.32,57.22,74.39,65.17,73.2,5.19
1704862800,3,1174.93,2.32,43.18,75.1,55.31,45.34,50.0,3.64
1704866400,3,1054.76,1.58,34.62,85.83,43.87,39.7,43.26,3.58
1704870000,3,1041.41,1.06,31.87,89.41,41.96,37.9,40.98,3.61
1704873600,3,1068.12,0.68,34.62,80.11,43.87,35.32,38.38,3.74
1704877200,3,1108.17,0.24,35.64,69.38,41.01,32.75,35.89,3.77
1704880800,3,2002.72,0.16,54.15,43.63,35.29,42.28,48.54,7.6
1704884400,4,3898.62,4.69,86.37,6.62,35.29,66.71,80.0,13.3
1704888000,5,5714.42,19.22,94.59,0.03,36.24,101.5,124.09,18.49
1704891600,5,7156.37,29.5,101.45,0.0,41.01,143.9,175.1,24.32
1704895200,5,7797.24,33.53,101.45,0.0,44.82,178.45,215.24,29.39
1704898800,5,7690.43,33.08,97.33,0.0,45.3,197.7,236.82,33.94
1704902400,5,7049.56,29.06,87.05,0.0,39.58,192.87,230.59,34.96
1704906000,5,6088.26,21.46,77.46,0.0,30.04,170.36,202.03,28.88
1704909600,5,5340.58,12.85,69.23,0.03,23.13,155.72,182.96,24.32
1704913200,5,4432.68,5.7,56.89,0.28,17.4,141.66,165.18,20.52
1704916800,5,3524.78,1.98,42.5,1.04,12.76,123.77,143.1,16.47
1704920400,5,2830.51,1.1,33.24,1.56,10.01,107.94,123.08,13.68
1704924000,5,2483.37,1.29,30.5,1.39,9.78,94.28,107.67,12.16
1704927600,5,2376.56,3.41,31.53,0.64,11.44,82.45,96.89,12.16
1704931200,5,2723.69,13.52,33.59,3.84,15.97,76.77,95.41,14.19
1704934800,4,3044.13,21.23,41.13,1.97,23.13,68.69,89.2,15.33
1704938400,4,3097.53,27.05,42.84,0.99,30.99,60.83,82.06,16.09
1704942000,4,2723.69,25.26,42.84,0.94,41.01,52.8,73.81,16.09
1704945600,3,1361.85,9.61,38.39,4.02,50.07,25.87,35.4,7.35
1704949200,2,1028.06,2.32,33.93,12.52,39.1,16.58,22.03,5.38
1704952800,2,1001.36,1.63,31.87,22.35,35.76,17.58,21.86,5.32
1704956400,3,1094.82,0.88,32.22,39.7,35.76,25.77,29.77,5.64
1704960000,3,1268.39,0.44,35.3,54.36,38.62,36.57,40.89,6.02
1704963600,3,1415.25,0.25,38.39,50.07,38.15,36.58,41.26,6.4
1704967200,3,2429.96,0.32,56.21,27.18,35.29,42.4,49.66,9.12
1704970800,4,3845.21,5.59,74.71,3.4,33.86,57.32,69.17,11.91
1704974400,4,4325.87,14.53,71.97,0.11,31.47,68.04,84.89,13.81
1704978000,4,3952.03,13.41,66.49,0.11,27.42,72.15,94.15,16.47
1704981600,4,3337.86,7.71,60.32,0.51,23.6,70.19,94.56,16.47
1704985200,4,2857.21,5.03,52.78,0.93,20.03,67.37,92.44,15.58
1704988800,4,2536.77,6.59,45.93,0.37,17.17,63.68,87.78,14.44
1704992400,4,2296.45,8.38,40.1,0.07,14.07,58.02,80.04,13.05
1704996000,4,1976.01,7.49,34.96,0.05,11.8,53.15,74.09,12.67
1704999600,3,1642.23,5.09,29.13,0.16,9.89,48.55,68.73,12.16
1705003200,3,1388.55,3.19,25.02,0.37,8.58,44.78,63.9,11.53
1705006800,3,1281.74,2.6,22.62,0.47,8.23,43.45,61.72,11.27
1705010400,3,1308.44,3.74,21.93,0.18,8.7,44.2,62.65,11.27
1705014000,3,1495.36,8.05,21.76,0.11,10.61,46.17,66.02,11.27
1705017600,4,2136.23,21.9,21.42,3.49,15.5,53.69,77.77,13.17
1705021200,4,2563.48,28.16,29.82,12.52,23.6,54.9,79.77,13.93
1705024800,4,2964.02,19.67,50.04,45.42,31.47,66.26,92.9,15.96
1705028400,5,3337.86,7.71,58.26,153.06,40.05,106.96,137.81,17.48
1705032000,5,2376.56,1.1,44.55,161.65,45.78,82.9,107.13,12.41
1705035600,4,1976.01,0.4,40.44,124.45,43.39,62.37,83.29,10.39
1705039200,4,1895.9,0.28,40.44,111.58,41.01,57.69,78.61,10.39
1705042800,3,1762.39,0.16,38.04,97.27,35.29,48.51,67.87,10.39
1705046400,3,1682.28,0.15,37.01,87.98,29.8,39.85,57.12,10.39
1705050000,3,1708.98,0.28,38.73,81.54,27.18,34.54,50.76,10.64
1705053600,4,4966.74,3.74,115.16,31.11,38.15,72.45,101.74,23.05
1705057200,5,9613.04,36.21,178.22,0.64,52.93,131.55,179.46,38.0
1705060800,5,11642.46,74.21,172.73,0.0,55.79,168.72,232.66,48.64
1705064400,5,11535.64,92.09,142.57,0.0,50.54,187.91,264.43,55.73
1705068000,5,10787.96,98.35,115.16,0.0,45.3,196.85,280.6,57.76
1705071600,5,10253.91,101.92,93.22,0.0,41.96,205.0,293.34,56.24
1705075200,5,9292.6,99.24,74.71,0.0,38.15,192.6,275.34,50.66
1705078800,5,8117.68,90.3,61.69,0.0,30.28,165.62,235.19,39.52
1705082400,5,6782.53,75.1,51.41,0.0,21.46,142.79,203.35,30.65
1705086000,5,5180.36,54.09,41.81,0.0,14.66,117.8,168.97,25.33
1705089600,5,3791.81,36.21,33.93,0.0,11.32,96.32,140.02,24.83
1705093200,5,2937.32,25.93,28.79,0.0,10.37,82.94,121.48,27.11
1705096800,5,2616.88,23.25,26.39,0.0,11.09,79.18,115.81,30.15
1705100400,4,2510.07,23.69,25.36,0.06,12.16,74.84,109.1,27.61
1705104000,5,3044.13,33.53,27.08,2.7,16.69,75.2,111.23,27.11
1705107600,4,2590.18,25.03,36.67,17.34,23.37,54.35,80.83,19.51
1705111200,4,2910.61,17.88,56.89,57.94,32.9,68.17,95.7,20.52
1705114800,5,3204.35,7.6,63.75,173.09,41.01,116.78,147.52,19.51
1705118400,5,1508.71,3.13,44.55,151.63,54.36,83.65,104.29,6.27
1705122000,4,1094.82,2.26,33.93,155.93,52.45,69.47,86.81,4.43
1705125600,5,1014.71,1.9,29.47,188.83,58.65,77.18,93.23,4.18
1705129200,5,921.25,1.16,24.33,208.85,57.7,78.0,91.73,3.89
1705132800,5,794.41,0.64,21.93,181.67,48.16,59.64,70.71,4.31
1705136400,3,720.98,0.24,22.28,138.76,38.62,40.33,49.18,4.94
1705140000,3,988.01,0.03,31.53,104.43,36.72,35.15,44.2,7.41
1705143600,3,1642.23,0.0,50.72,69.38,38.15,39.59,51.66,12.29
1705147200,3,2082.82,0.0,62.38,38.98,36.72,41.82,57.7,17.23
1705150800,3,2109.53,0.02,62.38,25.03,35.76,43.15,61.21,20.01
1705154400,3,1976.01,0.05,55.52,20.03,35.29,43.21,61.27,20.27
1705158000,3,1815.8,0.17,49.35,15.2,34.33,42.22,60.46,19.76
1705161600,3,1789.09,1.01,45.93,7.33,30.28,40.91,61.45,20.52
1705165200,3,1869.2,3.49,43.87,1.41,25.03,41.43,64.59,21.03
1705168800,3,2002.72,5.7,42.84,0.17,20.74,45.38,70.83,21.28
1705172400,4,2189.64,5.87,43.18,0.15,16.45,51.66,79.62,20.01
1705176000,3,2002.72,4.36,37.7,0.36,11.56,49.52,76.91,17.73
1705179600,3,1522.06,2.32,29.47,1.27,8.34,39.71,63.18,15.45
1705183200,3,1214.98,1.33,24.33,2.53,7.33,32.2,52.19,14.31
1705186800,3,1255.04,2.43,24.33,2.12,8.58,32.13,51.52,14.69
1705190400,3,1922.61,13.97,25.36,6.53,13.47,41.83,64.67,17.73
1705194000,4,2723.69,22.35,38.04,16.27,21.93,53.53,78.86,20.27
1705197600,4,3257.75,15.42,62.38,34.69,28.37,69.73,98.01,22.55
1705201200,4,3017.43,4.86,69.23,56.51,28.61,74.33,104.41,21.28
1705204800,3,1268.39,0.58,38.04,59.37,28.13,33.37,50.21,8.87
1705208400,2,947.95,0.28,33.93,58.65,31.95,24.21,37.37,6.9
1705212000,2,974.66,0.13,38.39,54.36,39.1,23.99,37.05,7.28
1705215600,2,1041.41,0.1,42.16,47.92,45.3,22.99,35.34,7.54
1705219200,2,988.01,0.12,40.78,44.7,46.25,19.26,30.36,8.04
1705222800,2,834.47,0.15,34.27,46.49,41.01,15.37,25.11,8.61
1705226400,2,1121.52,0.24,40.1,37.91,35.29,18.11,29.38,12.54
1705230000,3,1762.39,0.12,52.78,22.17,29.09,26.56,42.48,18.75
1705233600,3,1976.01,0.07,52.09,20.03,23.13,34.96,55.25,23.31
1705237200,3,1842.5,0.01,44.55,26.82,19.07,41.64,64.56,24.83
1705240800,3,1508.71,0.0,33.24,36.84,16.21,42.08,63.5,21.03
1705244400,3,1188.28,0.0,26.73,41.13,15.02,38.75,57.45,16.47
1705248000,3,1041.41,0.0,25.02,36.84,13.95,35.12,51.36,13.43
1705251600,3,1068.12,0.01,26.05,27.18,11.92,33.4,48.76,13.05
1705255200,3,1108.17,0.04,26.39,18.24,10.85,32.11,48.5,13.43
1705258800,3,1108.17,0.11,24.68,11.8,9.3,30.09,47.46,13.43
1705262400,3,1081.47,0.21,22.96,8.58,8.23,28.62,46.11,13.17
1705266000,3,1094.82,0.37,22.96,6.35,8.23,28.93,46.46,12.92
1705269600,3,1161.58,0.84,24.68,3.84,9.06,30.33,48.27,13.17
1705273200,3,1321.79,2.51,27.42,1.65,11.44,31.88,50.71,13.93
1705276800,3,1735.69,10.17,30.16,2.86,17.4,36.04,58.07,15.96
1705280400,3,1922.61,15.42,35.64,2.21,27.66,33.99,55.34,16.21
1705284000,3,2136.23,21.46,38.39,1.72,36.72,35.15,57.21,17.73
1705287600,3,2162.93,24.36,39.41,1.61,43.87,35.56,58.54,18.75
1705291200,2,1134.87,2.77,37.36,14.13,35.29,15.85,26.48,9.12
1705294800,2,814.44,0.03,28.1,31.11,29.09,9.12,15.16,6.33
1705298400,2,767.71,0.02,28.45,33.26,30.99,8.06,13.18,6.08
1705302000,2,934.6,0.05,36.67,26.11,40.05,11.7,17.71,7.85
1705305600,2,1241.68,0.19,45.93,18.95,47.21,21.15,28.92,10.13
1705309200,3,1468.66,0.5,50.04,16.27,46.25,30.25,38.79,10.51
1705312800,3,1922.61,1.87,59.63,7.24,41.96,38.47,48.28,11.15
1705316400,4,2910.61,12.52,69.23,0.35,43.39,53.27,67.13,14.06
1705320000,4,3952.03,25.26,76.77,0.0,47.21,74.23,94.57,18.24
1705323600,5,4539.49,32.63,80.88,0.0,51.5,92.75,118.36,21.79
1705327200,5,4325.87,27.27,79.51,0.0,51.5,100.11,126.1,20.77
1705330800,5,3257.75,13.41,69.23,0.15,44.82,90.95,113.6,16.97
1705334400,4,2109.53,2.93,52.78,2.77,32.9,70.6,87.8,12.79
1705338000,4,1522.06,0.51,41.47,8.58,24.32,56.51,68.97,9.88
1705341600,4,1255.04,0.13,34.96,12.52,19.55,52.21,62.42,8.74
1705345200,4,1134.87,0.07,30.5,13.77,15.97,53.79,64.35,8.74
1705348800,4,1148.22,0.09,28.79,11.8,12.76,59.7,71.31,9.25
1705352400,4,1281.74,0.23,28.79,7.69,10.85,65.94,78.84,10.39
1705356000,4,1455.31,0.96,29.82,2.91,10.85,68.61,83.32,11.65
1705359600,4,1695.63,4.36,30.85,0.42,12.76,68.63,86.15,12.79
1705363200,4,2243.04,15.87,31.53,2.48,18.36,71.64,94.16,15.33
1705366800,4,2830.51,27.27,38.73,1.07,27.18,72.06,97.26,17.48
1705370400,4,3204.35,37.1,43.18,0.51,37.19,72.63,99.08,19.25
1705374000,4,3124.24,40.68,46.61,0.44,51.02,73.89,102.05,21.03
1705377600,3,1508.71,14.75,43.53,1.21,53.88,32.95,46.51,10.01
1705381200,2,1094.82,5.14,42.84,2.75,50.07,22.33,31.75,7.47
1705384800,2,1054.76,5.14,43.18,4.02,50.07,23.41,32.32,7.54
1705388400,3,1121.52,5.59,49.35,1.01,58.17,27.54,34.94,7.54
1705392000,3,1228.33,6.71,55.52,0.68,65.8,34.26,40.98,8.04
1705395600,3,1308.44,5.59,58.95,0.94,65.8,37.27,43.56,8.04
1705399200,3,2376.56,19.45,60.32,0.14,64.85,48.52,58.34,12.03
1705402800,4,4325.87,48.73,62.38,0.01,63.9,71.52,89.24,18.24
1705406400,5,5287.17,63.48,61.69,0.0,61.04,93.53,121.02,23.56
1705410000,5,5073.55,57.22,59.63,0.0,51.98,108.82,144.02,29.39
