dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1720173600,1,467.3,0.1,11.31,38.62,7.75,3.94,7.99,3.99
1720177200,1,487.33,0.01,12.34,35.76,7.63,4.47,9.41,4.18
1720180800,1,473.98,0.0,11.31,37.19,7.27,5.36,11.45,4.37
1720184400,1,427.25,0.0,8.83,43.63,6.14,6.2,13.16,4.31
1720188000,1,393.87,0.0,7.45,47.92,5.96,6.94,14.96,4.37
1720191600,1,363.83,0.0,7.03,46.49,6.14,6.54,14.87,4.18
1720195200,1,397.21,0.0,8.48,41.13,6.32,7.07,16.49,5.26
1720198800,1,397.21,0.0,8.31,38.98,4.83,6.8,15.69,5.76
1720202400,1,330.45,0.0,5.44,42.2,3.01,5.89,13.38,5.38
1720206000,1,313.76,0.0,4.2,44.35,2.21,5.79,12.7,5.64
1720209600,1,327.11,0.0,4.28,44.35,2.03,6.46,13.52,7.03
1720213200,1,350.48,0.0,4.76,44.35,2.18,7.31,14.67,7.79
1720216800,1,390.53,0.0,5.36,45.42,2.59,8.17,15.98,7.54
1720220400,2,520.71,0.0,7.97,42.92,3.99,10.31,19.35,7.79
1720224000,2,867.84,0.37,16.62,35.05,7.87,15.66,27.82,9.25
1720227600,2,781.06,0.68,16.62,38.98,10.61,12.79,22.68,5.83
1720231200,2,680.92,0.74,14.39,45.42,10.61,11.12,19.6,4.88
1720234800,2,574.11,0.47,11.65,56.51,10.13,10.62,18.53,4.56
1720238400,2,520.71,0.52,9.6,68.66,10.25,11.34,19.67,4.5
1720242000,2,507.35,0.52,8.14,84.4,9.78,13.65,23.32,4.69
1720245600,2,487.33,0.49,7.11,91.55,8.46,14.8,24.99,4.69
1720249200,2,460.62,0.53,7.45,85.12,8.46,12.9,22.03,4.43
1720252800,2,417.23,0.52,7.8,72.24,8.34,9.61,17.22,4.24
1720256400,2,387.19,0.47,7.97,62.23,7.87,7.34,13.54,4.18
1720260000,1,634.19,0.44,14.57,50.07,6.26,9.33,16.44,6.65
1720263600,2,907.9,0.02,23.65,36.12,6.44,12.59,21.61,9.37
1720267200,2,1054.76,0.01,27.42,28.97,7.03,16.59,28.22,12.54
1720270800,2,1054.76,0.02,26.39,26.11,6.85,19.42,33.7,14.95
1720274400,2,1068.12,0.05,25.7,22.17,6.74,20.95,36.77,15.71
1720278000,2,1121.52,0.1,26.39,18.42,7.09,22.92,39.87,15.83
1720281600,2,1174.93,0.14,27.76,16.63,7.15,23.51,39.83,14.82
1720285200,2,974.66,0.02,22.62,23.96,5.6,17.99,29.65,11.02
1720288800,2,640.87,0.0,13.02,38.62,3.7,11.99,19.81,7.54
1720292400,1,423.91,0.0,6.85,51.5,2.89,8.81,14.25,5.26
1720296000,1,377.18,0.0,5.06,56.51,3.07,8.36,12.74,4.75
1720299600,1,363.83,0.0,4.84,59.37,4.17,8.21,12.01,4.24
1720303200,1,360.49,0.0,6.25,57.94,6.38,7.8,11.13,3.39
1720306800,1,453.95,0.0,9.08,52.93,7.75,9.36,13.44,4.12
1720310400,2,774.38,0.23,17.82,42.2,11.21,14.73,21.22,6.08
1720314000,2,1188.28,1.06,28.45,33.26,14.78,20.73,30.6,8.23
1720317600,2,1375.2,1.66,34.27,32.54,18.36,24.71,37.52,9.5
1720321200,3,1388.55,1.49,38.04,37.19,23.13,28.7,43.99,10.13
1720324800,3,894.55,1.06,31.53,43.63,30.04,25.1,35.93,6.27
1720328400,2,667.57,0.96,25.02,52.21,28.61,21.53,30.33,5.45
1720332000,2,574.11,0.75,19.19,62.23,23.6,19.23,27.0,6.02
1720335600,2,554.08,0.96,15.77,69.38,20.27,16.99,23.21,6.84
1720339200,2,554.08,1.2,14.22,79.39,19.07,16.31,21.59,7.22
1720342800,2,567.44,1.08,14.22,85.12,18.36,16.42,21.34,7.35
1720346400,2,600.81,0.4,16.96,81.54,17.64,16.38,21.25,7.35
1720350000,2,627.52,0.0,17.99,71.53,16.21,15.37,20.42,7.85
1720353600,2,594.14,0.0,16.11,65.8,13.47,14.0,19.46,8.23
1720357200,2,674.25,0.0,15.25,59.37,8.94,15.18,23.58,10.39
1720360800,2,761.03,0.0,15.59,56.51,6.74,17.58,28.91,11.27
1720364400,2,787.73,0.0,15.25,55.79,6.44,18.9,31.48,10.64
1720368000,2,781.06,0.0,15.25,55.07,6.02,18.19,30.04,9.75
1720371600,2,654.22,0.0,12.17,55.07,4.77,14.43,23.29,7.73
1720375200,2,520.71,0.0,8.83,55.79,3.93,11.97,19.52,6.71
1720378800,2,467.3,0.0,7.54,54.36,3.87,11.38,19.0,6.65
1720382400,2,480.65,0.0,8.23,50.07,4.29,12.35,20.91,7.09
1720386000,2,534.06,0.0,10.37,45.06,5.25,14.6,24.68,7.47
1720389600,2,647.54,0.0,14.39,37.19,7.03,18.17,29.22,7.73
1720393200,2,934.6,0.02,22.96,25.03,10.25,24.83,37.82,8.87
1720396800,3,1615.52,1.82,39.41,8.76,16.69,38.26,55.65,11.4
1720400400,3,1428.6,5.36,35.3,13.05,22.65,32.22,47.51,8.23
1720404000,3,1121.52,5.7,28.1,27.89,24.56,25.64,39.96,6.52
1720407600,2,761.03,3.69,20.56,52.93,25.51,19.75,32.3,5.19
1720411200,2,540.73,1.52,12.85,77.96,20.27,16.26,25.85,4.12
1720414800,2,520.71,0.75,9.85,95.84,15.74,17.95,26.48,4.37
1720418400,3,527.38,0.54,9.08,101.57,12.28,19.47,27.3,4.94
1720422000,2,527.38,0.71,9.68,92.98,11.44,17.23,24.28,5.0
1720425600,2,500.68,0.85,10.02,78.68,10.61,12.91,19.47,4.62
1720429200,2,473.98,0.86,10.71,63.66,9.54,9.18,15.29,4.18
1720432800,1,500.68,0.43,12.17,55.79,8.58,7.91,13.64,3.86
1720436400,1,500.68,0.01,12.0,57.94,7.99,8.86,14.71,3.83
1720440000,2,460.62,0.0,9.85,65.09,7.63,10.42,17.2,4.12
1720443600,2,423.91,0.0,7.97,66.52,7.39,10.32,17.62,4.12
1720447200,2,423.91,0.0,8.31,62.94,8.7,10.17,18.06,4.37
1720450800,2,453.95,0.0,10.02,56.51,10.37,10.85,19.44,4.81
1720454400,2,814.44,0.0,18.85,40.41,10.73,16.82,29.51,9.25
1720458000,2,1054.76,0.02,26.05,26.46,10.85,20.05,34.15,11.15
1720461600,2,1121.52,0.05,28.79,18.42,11.21,22.8,38.19,11.65
1720465200,3,1468.66,0.67,35.99,7.78,12.16,36.14,58.35,14.44
1720468800,4,2162.93,5.14,42.5,0.59,12.16,62.79,96.37,17.23
1720472400,5,2937.32,13.75,43.18,0.0,11.8,97.82,142.57,18.75
1720476000,5,3578.19,22.58,41.47,0.0,11.68,129.59,182.26,19.76
1720479600,5,4058.84,33.08,38.39,0.0,13.35,151.15,207.61,19.51
1720483200,5,4913.33,54.09,36.33,1.29,19.79,165.09,224.91,21.79
1720486800,5,4646.3,46.49,54.15,11.8,28.13,139.13,188.55,21.53
1720490400,5,5661.01,25.48,100.08,65.8,36.72,179.61,231.52,24.83
1720494000,5,5661.01,7.93,97.33,226.02,37.67,252.91,306.36,21.79
1720497600,5,1708.98,2.15,28.1,217.44,33.38,113.72,136.64,7.35
1720501200,5,781.06,1.1,12.85,194.55,26.7,63.66,77.4,4.31
1720504800,4,567.44,0.91,9.42,173.09,20.74,42.17,53.01,4.24
1720508400,4,567.44,0.99,9.51,148.77,16.21,32.22,41.24,5.13
1720512000,3,567.44,1.13,10.28,117.3,13.95,24.16,31.59,5.45
1720515600,2,554.08,1.23,11.31,81.54,12.28,14.76,20.49,5.0
1720519200,2,854.49,1.08,20.05,49.35,10.13,12.2,18.88,6.71
1720522800,2,1148.22,0.13,29.82,24.68,9.42,12.75,20.96,8.23
1720526400,2,1174.93,0.24,29.82,16.09,8.82,13.87,23.65,9.37
1720530000,2,921.25,0.08,21.93,21.1,7.15,13.02,23.07,8.61
1720533600,2,707.63,0.01,14.91,30.04,6.56,11.85,21.06,7.47
1720537200,2,614.17,0.0,11.82,35.05,6.62,11.3,19.74,6.78
1720540800,2,620.84,0.0,12.34,32.9,6.44,10.54,18.09,6.46
1720544400,1,607.49,0.01,12.85,30.04,5.6,9.4,15.72,6.27
1720548000,1,527.38,0.0,11.31,29.68,5.07,8.72,14.47,6.33
1720551600,2,660.9,0.02,14.57,24.32,5.66,13.94,22.73,9.75
1720555200,2,934.6,0.08,20.91,16.27,6.74,24.55,38.64,13.68
1720558800,3,1268.39,0.39,28.1,8.94,7.99,38.66,58.76,17.23
1720562400,4,1708.98,2.4,35.3,2.39,9.66,56.28,82.97,21.03
1720566000,5,2643.59,13.08,41.47,0.06,13.47,87.51,124.08,24.32
1720569600,5,4913.33,46.49,49.35,1.26,23.6,149.57,204.02,30.65
1720573200,5,5073.55,38.44,71.97,16.63,31.95,162.16,209.77,27.36
1720576800,5,5607.6,18.78,104.19,77.96,38.15,195.02,241.89,27.11
1720580400,5,5073.55,6.48,85.68,220.3,37.19,222.18,267.41,22.29
1720584000,5,1535.42,1.98,24.68,185.97,29.33,80.31,97.81,7.66
1720587600,4,747.68,1.12,12.51,155.93,22.17,47.92,58.86,3.86
1720591200,3,534.06,0.89,9.51,131.61,19.07,31.32,39.46,3.1
1720594800,3,520.71,0.82,9.17,114.44,15.26,22.09,28.08,3.45
1720598400,2,507.35,0.77,9.51,92.98,12.04,15.4,20.25,3.89
1720602000,2,480.65,0.6,10.28,70.81,10.85,10.07,14.08,4.12
1720605600,1,514.03,0.18,12.0,54.36,10.61,7.47,11.16,4.31
1720609200,1,574.11,0.0,13.19,44.7,11.09,7.34,11.79,4.62
1720612800,1,560.76,0.01,14.05,32.9,11.8,7.37,12.69,4.94
1720616400,1,507.35,0.07,15.94,19.67,13.83,6.68,12.27,4.62
1720620000,1,460.62,0.12,16.62,15.74,15.26,6.26,11.66,4.31
1720623600,1,453.95,0.12,16.45,16.09,15.14,6.09,11.27,4.12
1720627200,2,807.76,0.87,23.31,8.76,14.07,11.64,20.51,7.79
1720630800,2,1482.01,5.25,32.9,1.16,15.02,22.44,36.95,11.27
1720634400,3,2269.74,13.52,39.76,0.04,16.69,42.63,67.0,13.93
1720638000,5,3150.94,25.03,42.84,0.0,15.97,78.8,117.68,16.72
1720641600,5,3631.59,33.08,39.41,0.0,13.35,110.05,158.26,19.0
1720645200,5,3685.0,36.66,34.27,0.0,12.16,126.46,177.92,21.28
1720648800,5,3631.59,38.44,31.19,0.0,12.16,130.91,181.87,23.05
1720652400,5,3738.4,42.47,29.13,0.0,13.83,129.23,179.24,23.05
1720656000,5,4753.11,61.69,30.5,1.05,21.22,140.98,195.63,27.36
1720659600,5,5180.36,58.11,49.35,9.39,28.13,128.82,177.01,27.87
1720663200,5,5287.17,29.06,85.68,56.51,32.9,125.28,167.08,28.63
1720666800,5,3845.21,7.49,63.75,165.94,29.8,108.57,137.96,21.28
1720670400,3,867.84,2.12,14.91,130.18,20.03,26.14,33.88,5.45
1720674000,3,473.98,1.31,8.4,118.73,15.74,15.03,19.37,2.88
1720677600,3,393.87,1.05,6.68,113.01,13.11,10.79,14.12,2.22
1720681200,3,407.22,0.96,7.03,108.72,12.64,10.48,13.67,2.41
1720684800,3,427.25,0.86,7.45,103.0,12.4,11.3,14.76,3.01
1720688400,2,447.27,0.75,8.48,91.55,12.76,9.9,13.42,3.39
1720692000,2,473.98,0.41,10.71,68.66,12.76,6.99,10.35,3.36
1720695600,1,473.98,0.01,12.51,48.64,12.16,5.46,8.78,3.26
1720699200,1,440.6,0.0,11.82,38.62,11.32,5.06,8.56,3.32
1720702800,1,390.53,0.0,10.45,33.62,10.49,4.59,8.17,3.2
1720706400,1,367.16,0.01,10.71,27.89,11.68,4.34,8.12,3.13
1720710000,1,363.83,0.02,11.48,25.03,12.4,4.37,8.34,3.13
1720713600,1,547.41,0.21,16.45,15.02,12.87,7.05,13.1,5.64
1720717200,1,667.57,0.73,19.88,6.79,13.71,8.6,15.01,6.71
1720720800,2,720.98,1.12,21.25,3.89,14.19,11.14,18.97,7.98
1720724400,2,1094.82,4.19,26.05,0.88,14.42,23.08,37.95,13.05
1720728000,3,1815.8,12.85,29.47,0.04,13.47,48.65,75.88,17.48
1720731600,5,2563.48,23.69,29.13,0.0,12.28,82.28,122.02,18.75
1720735200,5,3044.13,31.74,27.08,0.0,11.8,108.68,154.45,19.0
1720738800,5,3337.86,39.34,24.68,0.0,13.23,119.24,165.97,19.0
1720742400,5,4219.06,58.11,24.68,0.88,19.79,127.66,176.3,22.55
1720746000,5,5607.6,71.53,44.55,6.97,30.04,137.16,185.97,27.36
1720749600,5,6034.85,36.21,97.33,56.51,34.81,150.51,195.85,27.11
1720753200,5,3631.59,7.6,64.43,170.23,27.42,114.84,144.94,16.72
1720756800,3,714.3,1.84,12.0,120.16,19.07,21.48,28.53,4.05
1720760400,3,460.62,1.12,7.54,121.59,16.21,14.92,19.56,2.79
1720764000,3,433.92,0.87,6.43,125.89,14.42,14.82,18.84,2.56
1720767600,3,453.95,0.89,6.85,125.89,14.19,15.15,18.82,2.6
1720771200,3,460.62,0.91,7.54,120.16,13.71,15.05,18.73,2.88
1720774800,3,473.98,0.85,8.65,111.58,13.11,14.2,18.0,3.29
1720778400,2,514.03,0.47,10.62,95.84,12.52,12.08,15.99,3.7
1720782000,2,540.73,0.02,12.17,77.25,12.04,9.8,14.05,4.12
1720785600,2,520.71,0.0,11.65,65.8,11.44,8.57,13.42,4.5
1720789200,1,614.17,0.0,13.19,53.64,10.25,9.62,16.67,6.27
1720792800,2,674.25,0.0,14.91,43.99,10.73,10.8,19.6,7.47
1720796400,2,727.65,0.0,16.62,36.84,11.32,12.16,22.2,8.36
1720800000,2,1121.52,0.1,27.08,21.99,12.64,18.39,31.77,12.41
1720803600,2,1441.96,0.6,34.96,9.75,12.64,22.1,36.17,14.95
1720807200,2,1441.96,0.62,34.62,6.53,11.44,23.17,36.74,16.47
1720810800,3,1615.52,1.12,37.7,3.8,11.56,29.8,46.12,18.49
1720814400,3,2296.45,4.86,45.93,0.36,12.4,49.7,74.52,19.51
1720818000,5,2990.72,11.4,50.04,0.0,12.16,81.58,117.29,18.49
1720821600,5,2990.72,14.75,44.55,0.0,10.61,98.68,137.78,16.21
1720825200,5,2723.69,16.99,36.67,0.04,10.61,95.74,132.68,15.58
1720828800,5,3124.24,29.06,32.56,1.97,15.14,95.88,132.93,18.75
1720832400,5,4272.46,42.92,44.55,9.57,23.13,110.3,151.17,24.32
1720836000,5,4966.74,26.82,80.2,46.49,28.13,132.46,173.91,26.09
1720839600,5,4112.24,8.05,71.97,143.05,26.23,138.61,172.71,21.03
1720843200,3,1041.41,2.12,20.22,124.45,23.84,36.31,46.92,6.59
1720846800,3,594.14,0.99,11.82,118.73,19.07,21.8,28.58,3.77
1720850400,3,467.3,0.63,9.34,115.87,15.74,15.86,21.31,2.88
1720854000,3,427.25,0.8,7.8,118.73,14.31,13.43,17.74,2.47
1720857600,3,407.22,0.62,7.28,114.44,12.87,11.98,15.61,2.41
1720861200,3,403.88,0.5,7.2,105.86,11.8,10.47,13.88,2.66
1720864800,2,460.62,0.27,9.77,85.83,11.21,7.94,11.81,3.36
1720868400,2,520.71,0.01,13.19,61.51,10.85,6.15,10.68,3.67
1720872000,1,527.38,0.0,15.77,44.35,12.16,6.11,11.77,4.24
1720875600,1,520.71,0.0,15.94,34.69,12.4,6.96,14.2,5.19
1720879200,1,514.03,0.0,15.59,30.4,12.16,7.93,16.38,5.89
1720882800,1,514.03,0.01,15.59,29.33,12.04,8.29,16.95,5.7
1720886400,2,1228.33,0.72,30.85,12.7,12.87,20.7,36.14,13.3
1720890000,3,1922.61,3.91,41.13,1.88,13.11,31.81,51.38,17.48
1720893600,3,2189.64,5.53,43.87,0.74,12.87,40.19,63.13,19.25
1720897200,4,2510.07,7.49,46.61,0.3,13.23,56.63,86.22,24.07
1720900800,5,2777.1,9.95,47.98,0.16,13.23,76.17,112.73,28.63
1720904400,5,2910.61,12.07,47.3,0.09,13.47,92.63,133.8,32.93
1720908000,5,2883.91,12.18,47.3,0.13,13.47,100.06,142.26,32.93
1720911600,5,2964.02,13.63,47.3,0.11,13.71,99.43,140.9,27.11
1720915200,5,3791.81,27.27,49.35,0.56,18.84,104.27,147.39,27.61
1720918800,3,1976.01,9.39,36.67,20.74,16.93,41.27,61.11,14.31
1720922400,2,1174.93,4.97,22.62,55.79,15.26,19.88,31.75,8.23
1720926000,2,694.27,2.32,12.85,91.55,14.31,12.97,21.54,5.38
1720929600,3,410.56,1.16,6.85,105.86,13.23,9.33,15.34,3.04
1720933200,3,370.5,0.8,5.18,114.44,11.92,9.99,15.68,2.69
1720936800,3,370.5,0.66,4.54,115.87,10.49,11.03,16.75,2.69
1720940400,3,387.19,0.7,4.93,113.01,9.66,11.87,17.7,3.04
1720944000,3,403.88,0.78,5.65,107.29,8.7,11.91,17.82,3.58
1720947600,2,417.23,0.78,7.03,98.71,8.94,11.29,17.49,4.12
1720951200,2,473.98,0.48,10.02,85.12,9.89,10.78,18.11,4.81
1720954800,2,554.08,0.02,13.19,64.37,10.37,10.13,18.79,5.45
1720958400,2,587.46,0.0,13.37,50.07,10.01,10.14,20.04,6.21
1720962000,2,567.44,0.0,12.34,42.56,9.54,10.15,20.86,6.46
1720965600,2,540.73,0.0,12.0,38.98,10.01,10.1,21.12,6.33
1720969200,2,547.41,0.0,13.19,37.55,10.85,10.9,22.51,6.59
1720972800,2,1054.76,0.08,26.05,23.25,12.16,20.54,36.77,13.05
1720976400,3,1522.06,0.58,37.01,10.46,12.28,28.74,47.52,17.23
1720980000,3,1869.2,1.79,42.5,3.98,12.99,39.59,63.05,20.27
1720983600,4,2456.67,5.53,48.67,0.46,14.54,61.18,93.74,24.57
1720987200,5,3257.75,11.73,54.84,0.0,15.02,92.01,135.11,26.35
1720990800,5,3738.4,16.76,56.21,0.0,13.95,120.81,169.39,24.07
1720994400,5,3471.37,16.54,49.35,0.0,12.4,123.28,167.64,20.27
1720998000,5,3177.64,18.78,41.81,0.0,13.11,116.25,156.15,19.25
1721001600,5,3898.62,35.32,38.73,1.48,19.55,122.94,166.31,23.31
1721005200,5,5287.17,50.96,56.21,10.01,30.04,139.59,187.57,28.88
1721008800,5,6355.29,29.06,104.19,62.23,38.62,174.05,224.93,30.65
1721012400,5,5340.58,7.93,87.74,208.85,39.1,206.04,253.57,23.81
1721016000,4,1241.68,2.85,24.68,163.08,37.19,62.98,82.78,7.28
1721019600,4,627.52,1.62,13.19,155.93,30.04,39.43,54.55,4.02
1721023200,4,480.65,1.09,8.91,150.2,22.89,28.68,42.6,3.04
1721026800,4,467.3,0.98,8.05,140.19,18.84,22.54,34.62,2.94
1721030400,3,460.62,0.96,8.05,124.45,15.74,18.52,28.86,3.2
1721034000,3,453.95,0.87,8.91,107.29,14.07,16.12,25.78,3.51
1721037600,2,567.44,0.49,12.68,87.26,13.35,14.73,25.1,4.31
1721041200,2,687.6,0.01,17.48,62.94,13.23,12.76,23.5,4.81
1721044800,2,707.63,0.0,22.28,48.64,15.74,12.65,24.41,5.64
1721048400,2,714.3,0.0,24.33,36.48,17.4,14.15,27.69,7.66
1721052000,2,767.71,0.01,27.42,25.75,20.5,16.29,31.54,9.63
1721055600,2,867.84,0.06,29.82,19.67,20.74,18.95,35.89,11.27
1721059200,3,1241.68,0.75,37.36,9.75,20.74,25.95,46.03,14.95
1721062800,3,1602.17,2.6,42.84,2.59,19.79,31.49,52.94,16.72
1721066400,3,1735.69,3.32,43.18,1.3,18.36,36.95,60.52,17.99
1721070000,4,2269.74,7.26,45.93,0.21,19.31,56.29,88.6,26.35
1721073600,5,2910.61,13.97,48.67,0.01,22.41,82.69,125.2,40.53
1721077200,5,3204.35,18.55,48.67,0.0,24.32,100.76,149.29,51.68
1721080800,5,3284.45,21.9,47.98,0.0,25.51,107.71,157.61,60.29
1721084400,5,3578.19,30.4,45.24,0.0,27.89,116.95,169.14,64.34
1721088000,5,5073.55,59.9,43.87,1.39,35.76,147.6,210.01,64.85
1721091600,5,4806.52,51.86,56.89,11.44,39.58,121.59,170.02,40.02
1721095200,5,4753.11,26.82,83.63,56.51,39.1,125.36,169.62,31.16
1721098800,5,3311.16,7.71,59.63,145.91,31.47,108.79,144.64,19.76
1721102400,4,1041.41,2.4,18.68,140.19,25.75,43.27,61.94,7.47
1721106000,4,594.14,1.31,10.54,144.48,21.93,31.82,46.47,4.62
1721109600,4,520.71,0.98,8.48,147.34,18.6,29.38,43.22,4.5
1721113200,4,574.11,1.09,9.6,143.05,16.93,31.24,44.79,5.51
1721116800,3,614.17,1.22,11.14,127.32,14.9,29.89,42.89,6.52
1721120400,2,620.84,1.31,12.85,95.84,12.4,21.25,32.07,6.78
1721124000,2,654.22,0.85,15.94,68.66,10.01,12.49,20.87,6.33
1721127600,2,674.25,0.03,18.16,57.22,8.82,10.44,18.4,6.33
1721131200,2,627.52,0.0,15.94,62.94,8.11,12.25,21.76,6.9
1721134800,2,540.73,0.0,11.48,75.82,6.62,13.89,24.89,6.71
1721138400,2,514.03,0.0,8.91,84.4,6.85,15.47,27.75,6.27
1721142000,2,514.03,0.0,8.57,78.68,8.34,15.82,29.28,6.14
1721145600,2,620.84,0.0,12.17,63.66,8.94,16.76,31.91,7.85
1721149200,2,667.57,0.0,14.74,51.5,8.7,17.02,32.48,9.88
1721152800,2,614.17,0.0,13.54,48.64,7.87,17.51,32.62,11.27
1721156400,2,647.54,0.0,13.88,44.7,7.57,20.4,36.6,12.79
1721160000,3,761.03,0.0,16.28,38.62,7.75,25.4,44.26,14.57
1721163600,3,921.25,0.0,20.05,31.11,8.82,31.89,54.07,16.47
1721167200,3,1148.22,0.03,26.39,21.46,11.32,39.4,65.04,17.73
1721170800,4,1668.93,1.13,38.39,7.69,16.21,52.07,83.26,19.25
1721174400,5,2803.8,15.42,46.61,4.16,24.8,75.19,114.92,23.05
1721178000,3,1588.82,9.28,31.53,29.68,24.56,44.11,69.8,11.65
1721181600,3,1001.36,4.19,20.39,71.53,17.88,28.44,47.35,7.66
1721185200,3,660.9,1.72,10.88,104.43,12.87,21.31,36.16,5.83
1721188800,3,494.0,0.91,6.0,105.86,8.7,16.47,27.65,4.24
1721192400,2,447.27,0.77,4.67,95.84,6.97,13.5,22.96,3.64
1721196000,2,427.25,0.78,4.28,85.83,5.9,11.86,20.35,3.48
1721199600,2,427.25,0.94,4.88,80.82,6.26,11.52,19.47,3.61
1721203200,2,433.92,0.98,5.4,77.25,6.32,11.62,19.29,3.86
1721206800,2,440.6,0.91,6.34,72.96,6.26,11.35,18.78,3.93
1721210400,2,453.95,0.45,8.14,62.94,5.96,9.97,16.83,3.74
1721214000,1,453.95,0.01,9.25,54.36,5.96,8.59,15.04,3.55
1721217600,1,423.91,0.0,8.4,51.5,5.78,8.01,14.59,3.58
1721221200,1,387.19,0.0,6.68,51.5,5.01,7.55,14.35,3.51
1721224800,1,363.83,0.0,5.83,51.5,4.83,7.31,14.23,3.42
1721228400,1,357.15,0.0,5.48,52.21,4.89,7.43,14.43,3.36
1721232000,1,407.22,0.0,6.51,50.78,4.35,8.49,16.2,4.31
1721235600,1,410.56,0.0,6.6,50.78,3.31,8.47,15.81,4.75
1721239200,1,370.5,0.0,5.31,52.93,2.68,8.33,15.23,5.13
1721242800,1,367.16,0.0,4.93,53.64,2.53,8.83,15.59,5.95
1721246400,1,390.53,0.0,4.93,53.64,2.59,9.55,16.36,6.46
1721250000,2,423.91,0.0,5.44,52.21,3.1,10.55,17.66,6.46
1721253600,2,514.03,0.0,7.97,48.64,4.23,12.63,20.78,6.33
1721257200,2,734.33,0.0,14.22,41.48,6.5,17.21,27.48,7.09
1721260800,3,1241.68,1.34,26.73,31.83,11.44,25.83,39.92,8.99
1721264400,2,1054.76,3.19,21.93,47.92,16.69,23.11,35.84,6.97
1721268000,2,988.01,2.91,18.34,75.82,15.74,22.25,33.93,6.21
1721271600,3,834.47,1.76,13.71,111.58,15.74,24.37,35.93,5.64
1721275200,4,680.92,1.08,9.77,141.62,16.93,27.6,38.63,5.0
1721278800,4,627.52,0.78,7.71,154.5,15.74,31.02,41.88,5.07
1721282400,4,607.49,0.72,6.68,144.48,11.92,28.9,38.53,5.07
1721286000,3,580.79,0.86,7.28,121.59,10.01,21.48,28.94,4.62
1721289600,3,540.73,0.89,7.88,100.14,8.94,14.77,20.58,4.12
1721293200,2,520.71,0.73,8.74,85.83,8.23,11.5,16.49,4.05
1721296800,2,587.46,0.62,11.48,75.1,7.63,10.62,15.59,4.56
1721300400,2,667.57,0.02,14.39,62.23,7.15,10.16,15.53,5.0
1721304000,1,647.54,0.0,13.37,55.79,6.44,9.35,15.3,5.26
1721307600,1,547.41,0.0,9.94,53.64,5.36,7.82,13.82,4.81
1721311200,1,473.98,0.0,7.8,55.07,5.25,7.0,12.62,4.43
1721314800,1,447.27,0.0,7.45,55.07,5.9,6.92,12.36,4.18
1721318400,1,427.25,0.0,7.88,55.79,6.68,6.72,11.34,3.74
1721322000,1,407.22,0.0,7.2,56.51,6.32,6.63,10.46,3.51
1721325600,1,397.21,0.0,6.17,57.94,5.96,7.49,11.4,3.8
1721329200,1,410.56,0.0,6.34,56.51,6.56,8.64,12.91,4.12
1721332800,1,427.25,0.0,7.54,51.5,7.87,9.59,14.47,4.31
1721336400,2,447.27,0.0,9.6,44.35,9.89,10.47,16.25,4.43
1721340000,2,494.0,0.0,12.68,36.12,12.4,12.14,19.21,5.19
1721343600,2,660.9,0.02,18.85,26.46,16.45,15.87,25.07,6.9
1721347200,2,1094.82,3.02,27.76,18.78,22.17,23.59,36.56,9.63
1721350800,3,1441.96,8.27,29.13,32.54,25.75,28.67,43.85,10.39
1721354400,2,1148.22,5.59,22.96,62.94,24.32,23.74,36.77,7.66
1721358000,2,720.98,2.46,13.37,95.84,20.27,18.52,28.91,5.0
1721361600,3,527.38,1.17,7.8,114.44,15.26,16.69,25.02,3.7
1721365200,3,494.0,0.84,6.25,124.45,12.16,17.23,24.56,3.45
1721368800,3,480.65,0.75,5.83,127.32,10.49,17.86,24.35,3.32
1721372400,3,480.65,0.85,6.68,123.02,10.13,17.46,23.3,3.32
1721376000,3,480.65,0.91,7.63,114.44,9.78,16.62,22.5,3.51
1721379600,3,500.68,0.8,9.08,104.43,9.42,15.5,21.96,4.12
1721383200,2,554.08,0.35,12.0,92.98,9.06,14.5,21.58,4.81
1721386800,2,580.79,0.01,13.02,87.26,8.34,12.89,20.05,5.0
1721390400,2,554.08,0.0,11.48,82.97,8.23,11.94,19.43,5.07
1721394000,2,507.35,0.0,10.8,62.94,9.78,10.29,18.52,5.19
1721397600,1,460.62,0.0,11.65,45.06,11.32,8.71,16.53,5.0
1721401200,1,440.6,0.0,11.82,39.7,12.04,7.85,14.9,4.69
1721404800,1,433.92,0.0,12.17,38.27,12.4,7.18,13.28,4.43
1721408400,1,417.23,0.0,11.31,36.48,11.8,6.11,11.29,3.93
1721412000,1,387.19,0.0,11.31,33.62,11.68,6.04,11.03,3.61
1721415600,1,527.38,0.01,17.31,26.46,11.92,9.36,16.77,5.89
1721419200,2,881.2,0.06,28.79,16.63,13.59,18.97,32.57,9.75
1721422800,3,1308.44,0.2,38.39,10.19,15.02,35.24,57.2,13.17
1721426400,3,1441.96,0.13,37.7,11.44,14.19,44.8,70.11,13.17
1721430000,3,1281.74,0.05,30.5,16.63,12.4,38.2,59.36,11.15
1721433600,3,1348.5,1.68,28.45,19.67,12.28,31.15,48.96,10.51
1721437200,2,714.3,2.04,14.57,41.13,10.97,12.54,21.92,5.38
1721440800,1,567.44,1.96,10.02,58.65,10.13,9.86,18.42,4.56
1721444400,2,520.71,1.31,7.54,84.4,10.25,12.1,21.06,4.5
